year,timestamp,X,Y,lap_number,driver,multi_car
2020,0 days 00:01:55.192000,-375.2330145854804,1370.448417333231,41.0,16,True
2020,0 days 00:02:07.443000,-378.6455068107157,1278.634148768076,54.0,16,True
2020,0 days 00:02:21.804000,-381.96652818875987,1209.7953604610673,55.0,16,True
2020,0 days 00:02:36.999000,-378.407598970023,1300.1778368519842,56.0,16,True
2020,0 days 00:03:05.249000,-233.56638092237804,1117.4008658647306,1.0,26,True
2020,0 days 00:03:54.056000,-386.2445977315312,1143.3115190447377,2.0,26,True
2020,0 days 00:02:43.765000,-377.74898638971524,1324.5582216359594,3.0,26,True
2020,0 days 00:02:17.510000,-377.5224155859835,1328.1686184438936,4.0,26,True
2020,0 days 00:02:31.319000,-382.9575295034774,1218.5829864383165,5.0,26,True
2020,0 days 00:02:18.712000,-383.9857135602911,1188.115298833655,6.0,26,True
2020,0 days 00:02:17.759000,-382.4109714345037,1216.244498412219,7.0,26,True
2020,0 days 00:02:25.449000,-376.07848554342365,1352.3728763865051,8.0,26,True
2020,0 days 00:01:39.757000,-232.48328439053086,1143.6221074133325,17.0,26,True
2020,0 days 00:02:08.754000,-378.23717750646097,1309.782432047802,18.0,26,True
2020,0 days 00:01:39.086000,-232.98898581271658,1144.4360468513848,33.0,26,False
2020,0 days 00:01:54.802000,-376.1231137200359,1340.5023636340245,34.0,26,True
2020,0 days 00:01:37.503000,-380.94263429830755,1248.0051888796593,53.0,26,True
2020,0 days 00:02:12.993000,-382.5232174975889,1221.065726844627,54.0,26,True
2020,0 days 00:02:08.097000,-380.9636169840695,1248.6689891012647,55.0,26,True
2020,0 days 00:02:25.637000,-378.78711078046035,1295.6046731087426,56.0,26,True
2020,0 days 00:03:02.155000,-233.69081682243785,1115.8144644273564,1.0,63,True
2020,0 days 00:04:03.190000,-386.0181881071929,1149.5785891561186,2.0,63,True
2020,0 days 00:02:39.080000,-379.8980756146071,1283.887455401653,3.0,63,True
2020,0 days 00:02:16.391000,-377.09262569540374,1326.790228112445,4.0,63,True
2020,0 days 00:02:32.707000,-384.76610439436627,1180.7155526006418,5.0,63,True
2020,0 days 00:02:17.714000,-383.6048817540287,1202.4142835604682,6.0,63,True
2020,0 days 00:02:20.018000,-378.31489890098356,1308.2539455869594,7.0,63,True
2020,0 days 00:02:20.962000,-375.1574683699182,1371.994704310274,8.0,63,True
2020,0 days 00:01:40.113000,-236.67726795616505,1137.7733503013621,20.0,63,True
2020,0 days 00:01:56.574000,-376.1864325440035,1346.173927024397,21.0,63,True
2020,0 days 00:01:38.932000,-232.68202711458196,1144.0347025256265,39.0,63,True
2020,0 days 00:01:58.773000,-374.6857439263762,1370.6222233783622,40.0,63,True
2020,0 days 00:01:43.629000,-378.9787865763439,1290.9330130977792,53.0,63,True
2020,0 days 00:02:11.263000,-379.23628223437396,1265.1626425590316,54.0,63,True
2020,0 days 00:01:50.884000,-376.76886665907136,1335.079625463399,55.0,63,True
2020,0 days 00:02:25.519000,-376.25398102825204,1341.9647553551736,56.0,63,True
2020,0 days 00:02:54.973000,-234.5963454514692,1110.2179878252778,1.0,5,True
2020,0 days 00:03:39.432000,-384.75410589886815,1167.3367215712797,2.0,5,True
2020,0 days 00:03:04.503000,-377.65432817841145,1319.352190460657,3.0,5,True
2020,0 days 00:02:17.077000,-378.9859784511456,1299.7366003020618,4.0,5,True
2020,0 days 00:02:31.573000,-382.51993547244,1217.7727354302028,5.0,5,True
2020,0 days 00:02:18.466000,-382.6640484711917,1210.7658375130743,6.0,5,True
2020,0 days 00:02:20.070000,-384.00595866003215,1183.453502535724,7.0,5,True
2020,0 days 00:02:19.571000,-376.2647851614915,1345.2703995252973,8.0,5,True
2020,0 days 00:01:41.957000,-232.59751091550703,1149.6165149138706,20.0,5,True
2020,0 days 00:01:55.907000,-376.8163050992925,1327.2078748421695,21.0,5,True
2020,0 days 00:01:39.833000,-383.8154596556838,1164.7062999646591,39.0,5,True
2020,0 days 00:01:55.874000,-375.151569027717,1359.5746575131577,40.0,5,True
2020,0 days 00:01:43.658000,-378.96962073837767,1271.5919539745055,53.0,5,True
2020,0 days 00:02:13.973000,-379.736699194395,1267.350239768586,54.0,5,True
2020,0 days 00:01:59.401000,-378.2810894881597,1293.1399816617059,55.0,5,True
2020,0 days 00:02:15.846000,-380.09941303904804,1256.0337982235653,56.0,5,True
2020,0 days 00:02:57.683000,-233.0199192089995,1122.6030243139403,1.0,6,True
2020,0 days 00:04:06.819000,-386.0191596326636,1150.8410281487766,2.0,6,True
2020,0 days 00:02:34.128000,-377.00820736107516,1346.0797488043834,3.0,6,True
2020,0 days 00:02:17.274000,-378.07812525808146,1311.3060368247259,4.0,6,True
2020,0 days 00:02:31.476000,-382.6071263393944,1215.3334657289774,5.0,6,True
2020,0 days 00:02:18.521000,-383.406082608072,1200.131648159154,6.0,6,True
2020,0 days 00:02:18.493000,-378.73938461304994,1301.4787360130301,7.0,6,True
2020,0 days 00:02:22.993000,-373.13135791962753,1416.1268427332473,8.0,6,True
2020,0 days 00:01:40.950000,-383.16309458564143,1195.3340490183161,21.0,6,True
2020,0 days 00:01:56.538000,-374.55161699000075,1382.172818933996,22.0,6,True
2020,0 days 00:01:40.599000,-232.16363890988467,1153.0573296317334,37.0,6,True
2020,0 days 00:01:54.612000,-374.8817146671155,1367.3679655022188,38.0,6,True
2020,0 days 00:01:46.870000,-378.49200073031153,1285.8420752353732,53.0,6,True
2020,0 days 00:02:12.461000,-378.92754694913714,1288.915605959965,54.0,6,True
2020,0 days 00:01:51.177000,-377.5489758318195,1309.031234211216,55.0,6,True
2020,0 days 00:02:14.922000,-374.14381237325995,1388.0908668818724,56.0,6,True
2020,0 days 00:02:59.518000,-232.63140251458086,1138.7326957067567,1.0,7,True
2020,0 days 00:03:56.807000,-384.34264758994914,1171.1136754454658,2.0,7,True
2020,0 days 00:02:42.864000,-377.88184788328846,1321.3387767205104,3.0,7,True
2020,0 days 00:02:17.286000,-378.3272697461365,1316.12568111568,4.0,7,True
2020,0 days 00:02:31.936000,-383.6258183326007,1196.0445421445397,5.0,7,True
2020,0 days 00:02:17.412000,-382.29577024258424,1212.5873604879632,6.0,7,True
2020,0 days 00:02:18.675000,-382.2868110443079,1220.053833532935,7.0,7,True
2020,0 days 00:02:24.534000,-375.59389066063585,1366.1028688351828,8.0,7,True
2020,0 days 00:01:41.142000,-232.23140253055152,1152.127146452701,17.0,7,True
2020,0 days 00:02:04.647000,-376.37451283286987,1343.8235499543607,18.0,7,True
2020,0 days 00:01:41.212000,-232.42844658487084,1146.223264660083,40.0,7,True
2020,0 days 00:01:56.316000,-375.63330352911527,1346.3401754983715,41.0,7,True
2020,0 days 00:01:49.300000,-377.45191875487575,1309.0420828446508,53.0,7,True
2020,0 days 00:02:13.333000,-381.55376831099227,1229.2710135828588,54.0,7,True
2020,0 days 00:01:48.659000,-376.80440190557204,1326.9892407281543,55.0,7,True
2020,0 days 00:02:15.110000,-379.7075281637794,1268.311659551243,56.0,7,True
2020,0 days 00:02:43.914000,-232.6751913859598,1136.2027828129756,1.0,99,True
2020,0 days 00:03:50.460000,-387.0595510673931,1131.5396525499218,2.0,99,True
2020,0 days 00:02:54.588000,-377.1465343102162,1342.5447906535796,3.0,99,True
2020,0 days 00:02:17.289000,-380.2887505174283,1268.36487251884,4.0,99,True
2020,0 days 00:02:33.118000,-378.9401872701691,1294.2696189119927,5.0,99,True
2020,0 days 00:02:17.741000,-382.3078722251963,1219.8828342195782,6.0,99,True
2020,0 days 00:02:20.933000,-377.71093694340743,1325.581307091761,7.0,99,True
2020,0 days 00:02:17.039000,-376.8780451960738,1344.6073326220865,8.0,99,True
2020,0 days 00:01:43.572000,-235.70732310354674,1132.0766132605406,20.0,99,True
2020,0 days 00:01:55.016000,-376.74403531552036,1344.0697566793906,21.0,99,True
2020,0 days 00:01:49.156000,-232.18181877813902,1146.153085652325,53.0,99,True
2020,0 days 00:02:29.402000,-379.3978751924181,1268.219348507357,54.0,99,True
2020,0 days 00:01:45.931000,-376.52726342509715,1330.487351133902,55.0,99,True
2020,0 days 00:02:14.889000,-378.9454943152777,1290.1011557341478,56.0,99,True
2020,0 days 00:02:50.017000,-232.9249095694587,1132.4334376921045,1.0,20,True
2020,0 days 00:04:01.534000,-386.25153413528517,1142.591104101047,2.0,20,True
2020,0 days 00:02:46.716000,-231.92723011449803,1155.3324161162498,3.0,20,True
2020,0 days 00:02:26.852000,-377.6909200071948,1313.4601344290008,4.0,20,True
2020,0 days 00:02:22.898000,-380.2641455046165,1270.2225135981298,5.0,20,True
2020,0 days 00:02:16.727000,-380.51748594224574,1254.8422939846419,6.0,20,True
2020,0 days 00:02:21.154000,-377.28987327607365,1322.5143359738854,7.0,20,True
2020,0 days 00:02:15.889000,-375.14266381296153,1369.2321105635035,8.0,20,True
2020,0 days 00:01:42.014000,-232.581990105358,1152.7204873443618,27.0,20,False
2020,0 days 00:01:58.458000,-376.3609193047554,1345.7237566595577,28.0,20,False
2020,0 days 00:01:58.082000,-230.6341476865103,1185.0521739729738,53.0,20,True
2020,0 days 00:02:29.621000,-379.66359232741996,1271.5726978064702,54.0,20,True
2020,0 days 00:01:48.672000,-376.88116385614865,1334.9299407956778,55.0,20,True
2020,0 days 00:01:48.324000,-378.46514603267275,1298.868298821158,56.0,20,True
2020,0 days 00:02:13.058000,-232.32913569270008,1150.8442385025323,1.0,11,True
2020,0 days 00:03:18.113000,-386.247031146623,1140.5760154103568,2.0,11,True
2020,0 days 00:03:03.028000,-377.43549631416573,1328.3638842500786,3.0,11,True
2020,0 days 00:02:22.056000,-379.07321292605,1298.3157073805974,4.0,11,True
2020,0 days 00:02:29.086000,-376.795421351339,1343.052693409178,5.0,11,True
2020,0 days 00:02:19.412000,-378.5483390223452,1311.1702302327149,6.0,11,True
2020,0 days 00:02:18.327000,-377.99680398111036,1320.5841658675613,7.0,11,True
2020,0 days 00:02:35.620000,-374.6593565730021,1378.1030709475199,8.0,11,True
2020,0 days 00:01:38.907000,-231.16637611539713,1170.9888602880335,20.0,11,True
2020,0 days 00:01:55.617000,-374.22314669637274,1394.5861330429252,21.0,11,True
2020,0 days 00:01:38.535000,-231.9030664825127,1156.5140952302404,36.0,11,True
2020,0 days 00:01:54.988000,-373.399576650136,1414.2066267846988,37.0,11,True
2020,0 days 00:01:06.638000,1702.0242808534408,4200.35197716714,54.0,11,True
2020,0 days 00:02:46.219000,-231.7680233391747,1167.1363347732583,1.0,18,True
2020,0 days 00:03:43.782000,-384.99997573747237,1170.7391849574446,2.0,18,True
2020,0 days 00:00:11.424000,-314.0289754612614,2752.2589760081864,3.0,18,True
2020,0 days 00:02:08.016000,5113.999999999999,7521.0,1.0,8,True
2021,0 days 00:01:59.716000,-384.8542155764163,1184.4653974563068,1.0,44,True
2021,0 days 00:02:22.712000,-385.59664691743336,1163.3882588164286,2.0,44,True
2021,0 days 00:02:36.658000,-385.5406258391702,1162.2799917475159,3.0,44,True
2021,0 days 00:01:44.932000,-384.91099589947163,1174.9371079857535,4.0,44,True
2021,0 days 00:01:45.139000,-383.563492172963,1203.083367685251,5.0,44,True
2021,0 days 00:01:38.924000,-234.5932625610293,1095.5046793192937,13.0,44,True
2021,0 days 00:01:55.006000,-383.255210097765,1199.5489515970696,14.0,44,True
2021,0 days 00:01:37.835000,-235.01175916057804,1096.2495789286681,28.0,44,True
2021,0 days 00:01:55.194000,-383.15880300580943,1204.378711919101,29.0,44,True
2021,0 days 00:01:58.423000,-384.6020880254808,1178.0843637401824,1.0,33,True
2021,0 days 00:02:22.406000,-383.5240167629361,1205.1862039575478,2.0,33,True
2021,0 days 00:02:37.979000,-385.95871885955285,1155.7196328638636,3.0,33,True
2021,0 days 00:01:44.343000,-385.54675449279864,1149.7303464869428,4.0,33,True
2021,0 days 00:01:44.629000,-383.8216083194018,1185.7556189673066,5.0,33,True
2021,0 days 00:01:39.153000,-234.45468951246178,1098.7394353028171,17.0,33,True
2021,0 days 00:01:55.532000,-383.92123414480017,1182.4483809883175,18.0,33,False
2021,0 days 00:01:37.828000,-234.4217399863354,1094.8547846235788,39.0,33,True
2021,0 days 00:01:53.437000,-383.9622743563358,1189.797975210046,40.0,33,True
2021,0 days 00:02:03.950000,-384.1168253684551,1201.169749434165,1.0,77,True
2021,0 days 00:02:21.478000,-384.5472744819087,1189.1612137473767,2.0,77,True
2021,0 days 00:02:34.199000,-385.68690521546523,1166.7448178076766,3.0,77,True
2021,0 days 00:01:48.046000,-383.83049288494806,1182.350276527698,4.0,77,True
2021,0 days 00:01:43.651000,-382.8571251889715,1220.9099552532086,5.0,77,True
2021,0 days 00:01:39.534000,-234.8285241823782,1088.3757164834553,16.0,77,True
2021,0 days 00:01:54.719000,-382.2078374355268,1215.100706879777,17.0,77,True
2021,0 days 00:01:38.028000,-234.91366735820264,1093.1373060714109,30.0,77,True
2021,0 days 00:02:03.818000,-382.9518237968952,1199.5268662834787,31.0,77,True
2021,0 days 00:01:37.802000,-234.90944961770614,1091.0139648760407,54.0,77,False
2021,0 days 00:01:55.899000,-383.5139079739305,1194.0138256267826,55.0,77,False
2021,0 days 00:02:06.922000,-383.79173907610914,1187.2678212333476,1.0,4,True
2021,0 days 00:02:20.999000,-384.2805864363852,1180.0934157333154,2.0,4,True
2021,0 days 00:02:31.979000,-386.19931389706505,1138.796050977926,3.0,4,True
2021,0 days 00:01:49.988000,-387.463632870661,1120.9224172466688,4.0,4,True
2021,0 days 00:01:42.220000,-385.60554595089263,1160.7549044629102,5.0,4,True
2021,0 days 00:01:40.425000,-386.8556947033478,1116.1428226639891,12.0,4,True
2021,0 days 00:01:57.417000,-385.0563125200846,1158.439166572627,13.0,4,True
2021,0 days 00:01:39.275000,-234.9212601580906,1083.6724397699215,33.0,4,True
2021,0 days 00:01:56.810000,-386.81603996277556,1131.1455032634267,34.0,4,True
2021,0 days 00:02:28.107000,-386.35268497594194,1150.9250890989379,1.0,11,True
2021,0 days 00:02:20.666000,-234.09998153651165,1099.292954090688,2.0,11,True
2021,0 days 00:02:15.246000,-384.1357076867063,1198.97874809069,3.0,11,True
2021,0 days 00:01:58.724000,-385.5728922905271,1162.9550934446493,4.0,11,True
2021,0 days 00:01:40.010000,-382.4248146277576,1221.5959749097694,5.0,11,True
2021,0 days 00:01:39.720000,-234.6596689885792,1093.793295671361,19.0,11,True
2021,0 days 00:01:56.512000,-381.97989177778527,1222.2467594909585,20.0,11,True
2021,0 days 00:01:38.802000,-234.78482552241496,1097.4850111253022,38.0,11,True
2021,0 days 00:01:56.750000,-383.0721714813577,1198.4480464171918,39.0,11,True
2021,0 days 00:02:02.876000,-385.2978187249488,1167.1896897227625,1.0,16,True
2021,0 days 00:02:21.183000,-385.1466959147426,1174.5389533908083,2.0,16,True
2021,0 days 00:02:35.179000,-386.4283485047376,1138.3116884966246,3.0,16,True
